Report_time,GHID,Reportid,F00,F01,F02,F03,F04,F05,F06
2020090600,shgb,psf,1004.86,1004.94,1003.81,1004.33,1004.46,1004.73,1004.84
2020090600,shgb,rh,73.04,75.23,82.45,84.78,84.30,86.87,89.03
2020090600,shgb,slp,1005.17,1005.12,1003.99,1004.51,1004.68,1004.96,1005.02
2020090600,shgb,swi,9999.9,0.00,0.00,0.00,0.00,0.00,0.00
2020090600,shgb,tsf,298.56,297.31,295.63,294.60,293.94,293.40,293.28
2020090600,shgb,vpd,0.89,0.76,0.48,0.39,0.39,0.32,0.26
2020090600,tarib,dsf,290.71,289.99,289.76,290.25,290.21,290.21,289.89
2020090600,tarib,lwo,0.00,284.33,284.89,284.07,282.65,281.72,281.56
2020090600,tarib,psf,993.12,993.77,992.53,992.99,993.15,993.53,993.60
2020090600,tarib,rh,68.67,74.20,75.09,80.08,81.76,84.26,84.29
2020090600,tarib,slp,1004.67,1005.23,1003.97,1004.47,1004.68,1005.10,1005.14
2020090600,tarib,swi,9999.9,0.00,0.00,0.00,0.00,0.00,0.00
2020090600,tarib,tsf,296.69,294.70,294.27,293.74,293.38,292.90,292.56
2020090600,tarib,vpd,0.92,0.67,0.63,0.49,0.44,0.37,0.36
2020090600,xshb,dsf,289.10,288.40,288.06,287.61,286.80,286.59,286.62
2020090600,xshb,lwo,0.00,282.04,282.78,281.48,280.14,279.33,279.20
2020090600,xshb,psf,949.03,949.44,948.33,948.84,948.88,949.13,949.15
2020090600,xshb,rh,69.28,76.16,76.57,76.04,73.52,74.60,76.36
2020090600,xshb,slp,1005.22,1005.37,1004.32,1004.82,1005.08,1005.33,1005.37
2020090600,xshb,swi,9999.9,0.00,0.00,0.00,0.00,0.00,0.00
2020090600,xshb,tsf,294.88,292.64,292.21,291.85,291.54,291.10,290.77
2020090600,xshb,vpd,0.81,0.55,0.52,0.52,0.57,0.53,0.48
2020090601,shgb,dsf,293.23,292.08,293.19,292.26,292.56,292.42,292.21
2020090601,shgb,lwo,0.00,285.87,255.08,282.78,282.71,282.25,283.60
2020090601,shgb,psf,1004.30,1004.79,1003.78,1004.50,1004.65,1004.99,1005.05
2020090601,shgb,rh,72.84,73.34,77.28,78.44,83.89,87.42,70.26
2020090601,shgb,slp,1004.59,1004.94,1004.02,1004.68,1004.86,1005.22,1005.28
2020090601,shgb,swi,9999.9,0.00,0.00,0.00,0.00,0.00,175.62
2020090601,shgb,tsf,298.35,297.08,297.34,296.16,295.37,294.58,297.88
2020090601,shgb,vpd,0.88,0.80,0.69,0.61,0.44,0.32,0.94
2020090601,tarib,dsf,290.17,289.69,289.41,289.74,289.82,289.84,289.58
2020090601,tarib,lwo,0.00,284.15,257.31,255.51,282.57,281.41,283.16
2020090601,tarib,psf,992.54,993.80,992.63,993.29,993.33,993.77,993.87
2020090601,tarib,rh,66.83,74.61,71.88,72.74,77.08,80.89,65.35
2020090601,tarib,slp,1004.09,1005.24,1004.11,1004.77,1004.86,1005.35,1005.41
2020090601,tarib,swi,9999.9,0.00,0.00,0.00,0.00,0.00,179.49
2020090601,tarib,tsf,296.58,294.30,294.60,294.76,293.92,293.17,296.31
2020090601,tarib,vpd,0.97,0.64,0.73,0.71,0.57,0.45,0.99
2020090601,xshb,dsf,288.53,287.84,287.61,286.58,286.04,286.13,286.47
2020090601,xshb,lwo,0.00,281.53,261.76,279.14,279.77,279.15,280.51
2020090601,xshb,psf,948.46,949.27,948.45,948.95,948.99,949.29,949.47
2020090601,xshb,rh,68.04,74.87,72.58,70.64,70.33,73.17,61.90
2020090601,xshb,slp,1004.67,1005.18,1004.49,1004.94,1005.15,1005.58,1005.73
2020090601,xshb,swi,9999.9,0.00,0.00,0.00,0.00,0.00,185.23
2020090601,xshb,tsf,294.57,292.33,292.59,291.95,291.46,290.93,293.92
2020090601,xshb,vpd,0.82,0.57,0.63,0.64,0.63,0.55,0.95
2020090602,shgb,dsf,292.66,292.16,292.03,291.34,291.57,291.56,291.06
2020090602,shgb,lwo,0.00,283.08,281.00,281.17,281.98,282.80,287.46
2020090602,shgb,psf,1004.01,1004.46,1004.34,1004.59,1004.80,1005.28,1005.32
2020090602,shgb,rh,69.71,74.97,77.41,75.78,75.08,66.33,54.84
2020090602,shgb,slp,1004.29,1004.71,1004.51,1004.80,1005.04,1005.51,1005.53
2020090602,shgb,swi,9999.9,0.00,0.00,0.00,0.00,176.49,400.03
2020090602,shgb,tsf,298.47,296.79,296.14,295.77,296.14,298.15,300.77
2020090602,shgb,vpd,0.99,0.74,0.64,0.67,0.71,1.08,1.69
2020090602,tarib,dsf,289.57,289.33,289.39,289.37,289.05,289.04,287.85
2020090602,tarib,lwo,0.00,283.95,280.50,279.23,279.78,281.45,286.92
2020090602,tarib,psf,992.58,993.44,993.14,993.33,993.63,994.07,994.14
2020090602,tarib,rh,64.86,73.59,76.19,78.30,77.50,63.38,48.43
2020090602,tarib,slp,1004.13,1004.95,1004.66,1004.82,1005.16,1005.61,1005.55
2020090602,tarib,swi,9999.9,0.00,0.00,0.00,0.00,179.82,404.69
2020090602,tarib,tsf,296.43,294.15,293.66,293.20,293.04,296.25,299.38
2020090602,tarib,vpd,1.02,0.66,0.58,0.51,0.53,1.05,1.78
2020090602,xshb,dsf,288.14,287.72,287.11,285.70,285.45,285.60,285.96
2020090602,xshb,lwo,0.00,281.24,278.27,277.56,276.89,278.97,283.89
2020090602,xshb,psf,948.48,949.08,948.76,949.00,949.25,949.66,949.75
2020090602,xshb,rh,65.84,74.81,74.30,69.09,70.43,58.64,52.73
2020090602,xshb,slp,1004.67,1005.15,1004.89,1005.15,1005.48,1005.93,1005.84
2020090602,xshb,swi,9999.9,0.00,0.00,0.00,0.00,185.69,412.16
2020090602,xshb,tsf,294.69,292.22,291.70,291.38,290.82,293.87,295.96
2020090602,xshb,vpd,0.89,0.56,0.56,0.65,0.61,1.02,1.33
2020090603,shgb,dsf,292.53,291.89,292.01,291.46,291.84,291.09,288.81
2020090603,shgb,lwo,0.00,282.60,281.05,280.73,282.39,285.96,290.85
2020090603,shgb,psf,1004.30,1004.81,1004.65,1005.19,1005.34,1005.39,1005.29
2020090603,shgb,rh,70.32,75.20,79.97,81.73,68.11,54.86,41.97
2020090603,shgb,slp,1004.57,1005.03,1004.84,1005.39,1005.57,1005.60,1005.47
2020090603,shgb,swi,9999.9,0.00,0.00,0.00,176.01,399.22,606.37
2020090603,shgb,tsf,298.21,296.46,295.59,294.67,298.01,300.79,302.85
2020090603,shgb,vpd,0.95,0.72,0.55,0.47,1.01,1.69,2.45
2020090603,tarib,dsf,289.19,288.81,288.72,288.85,288.70,287.86,286.48
2020090603,tarib,lwo,0.00,282.81,280.17,279.31,281.11,286.92,292.33
2020090603,tarib,psf,992.81,993.74,993.41,993.95,994.21,994.22,994.04
2020090603,tarib,rh,64.78,72.53,73.81,76.97,60.91,48.16,37.43
2020090603,tarib,slp,1004.38,1005.24,1004.91,1005.46,1005.73,1005.67,1005.37
2020090603,tarib,swi,9999.9,0.00,0.00,0.00,179.03,404.33,612.20
2020090603,tarib,tsf,296.05,293.84,293.48,292.94,296.53,299.49,302.18
2020090603,tarib,vpd,1.00,0.68,0.63,0.54,1.14,1.80,2.54
2020090603,xshb,dsf,287.59,287.07,286.32,285.17,285.38,285.32,286.01
2020090603,xshb,lwo,0.00,280.03,277.89,277.37,278.54,284.45,289.51
2020090603,xshb,psf,948.58,949.36,949.06,949.53,949.70,949.86,949.83
2020090603,xshb,rh,65.15,73.21,71.85,68.18,57.64,49.64,46.67
2020090603,xshb,slp,1004.85,1005.43,1005.19,1005.69,1005.97,1005.88,1005.60
2020090603,xshb,swi,9999.9,0.00,0.00,0.00,185.47,413.11,621.75
2020090603,xshb,tsf,294.28,291.90,291.41,291.04,293.91,296.25,298.00
2020090603,xshb,vpd,0.88,0.59,0.60,0.66,1.05,1.44,1.69
2020090604,shgb,dsf,292.41,291.62,291.85,291.45,291.63,288.78,287.69
2020090604,shgb,lwo,0.00,282.50,280.86,282.32,285.56,289.88,294.22
2020090604,shgb,psf,1004.59,1005.14,1004.99,1005.77,1005.68,1005.44,1005.19
2020090604,shgb,rh,71.19,74.63,80.75,66.56,57.26,41.75,36.26
2020090604,shgb,slp,1004.87,1005.36,1005.21,1005.98,1005.88,1005.64,1005.38
2020090604,shgb,swi,9999.9,0.00,0.00,176.48,398.74,605.22,774.89
2020090604,shgb,tsf,297.88,296.30,295.27,297.98,300.65,302.90,304.12
2020090604,shgb,vpd,0.91,0.73,0.52,1.06,1.59,2.47,2.89
2020090604,tarib,dsf,288.78,288.36,288.11,288.50,288.08,286.95,285.75
2020090604,tarib,lwo,0.00,281.63,280.02,280.83,286.31,292.08,297.88
2020090604,tarib,psf,993.04,994.04,993.73,994.57,994.57,994.19,993.70
2020090604,tarib,rh,64.04,71.48,71.73,61.03,48.68,38.66,31.47
2020090604,tarib,slp,1004.62,1005.53,1005.24,1006.05,1005.99,1005.55,1004.97
2020090604,tarib,swi,9999.9,0.00,0.00,179.37,402.89,610.81,779.01
2020090604,tarib,tsf,295.81,293.60,293.30,296.30,299.54,302.17,304.31
2020090604,tarib,vpd,1.00,0.69,0.67,1.12,1.79,2.49,3.14
2020090604,xshb,dsf,287.10,286.44,285.71,285.76,285.76,285.63,285.64
2020090604,xshb,lwo,0.00,278.81,277.63,278.65,284.14,289.76,294.70
2020090604,xshb,psf,948.67,949.64,949.33,950.12,950.12,950.01,949.72
2020090604,xshb,rh,64.38,71.72,70.44,58.88,51.33,44.95,40.63
2020090604,xshb,slp,1005.02,1005.71,1005.49,1006.39,1006.21,1005.76,1005.20
2020090604,xshb,swi,9999.9,0.00,0.00,185.21,412.03,621.25,789.72
2020090604,xshb,tsf,293.96,291.57,291.09,293.98,296.17,298.20,299.88
2020090604,xshb,vpd,0.89,0.61,0.61,1.02,1.39,1.77,2.11
2020090605,shgb,dsf,292.29,291.55,291.78,291.04,288.82,287.24,285.87
2020090605,shgb,lwo,0.00,282.44,282.11,286.32,290.09,294.19,296.38
2020090605,shgb,psf,1004.86,1005.46,1005.18,1006.00,1005.63,1005.33,1005.04
2020090605,shgb,rh,71.29,74.79,66.57,54.73,41.72,34.63,30.55
2020090605,shgb,slp,1005.13,1005.67,1005.38,1006.20,1005.80,1005.54,1005.24
2020090605,shgb,swi,9999.9,0.00,176.52,400.46,605.08,773.68,887.71
2020090605,shgb,tsf,297.73,296.19,298.32,300.78,302.96,304.40,305.02
2020090605,shgb,vpd,0.90,0.72,1.08,1.69,2.48,3.01,3.32
2020090605,tarib,dsf,288.38,287.98,287.98,288.03,287.10,285.95,284.86
2020090605,tarib,lwo,0.00,280.57,281.61,286.12,291.17,297.98,301.56
2020090605,tarib,psf,993.26,994.32,993.93,994.85,994.42,993.90,993.33
2020090605,tarib,rh,63.49,69.83,57.19,48.83,38.65,31.61,27.07
2020090605,tarib,slp,1004.86,1005.83,1005.43,1006.25,1005.75,1005.20,1004.53
2020090605,tarib,swi,9999.9,0.00,179.89,403.56,609.43,777.72,890.59
2020090605,tarib,tsf,295.53,293.59,296.80,299.44,302.34,304.46,305.88
2020090605,tarib,vpd,1.00,0.73,1.27,1.77,2.51,3.16,3.66
2020090605,xshb,dsf,286.54,285.80,285.61,286.15,286.24,285.15,285.49
2020090605,xshb,lwo,0.00,277.51,278.89,283.39,288.74,294.50,297.59
2020090605,xshb,psf,948.77,949.84,949.50,950.46,950.20,949.97,949.60
2020090605,xshb,rh,63.35,70.24,57.72,52.23,47.30,39.32,37.64
2020090605,xshb,slp,1005.18,1005.94,1005.70,1006.51,1005.99,1005.47,1004.90
2020090605,xshb,swi,9999.9,0.00,185.48,411.82,620.04,788.38,901.22
2020090605,xshb,tsf,293.63,291.23,294.13,296.32,298.03,299.89,301.00
2020090605,xshb,vpd,0.89,0.62,1.06,1.37,1.68,2.16,2.36
2020090606,shgb,dsf,292.14,291.88,290.23,287.90,289.04,286.95,286.69
2020090606,shgb,lwo,0.00,284.36,286.82,290.10,292.37,294.96,296.36
2020090606,shgb,psf,1005.29,1005.66,1005.11,1005.69,1005.24,1004.79,1004.43
2020090606,shgb,rh,68.50,63.47,50.41,38.74,39.69,32.93,31.92
2020090606,shgb,slp,1005.56,1005.86,1005.31,1005.89,1005.42,1004.99,1004.62
2020090606,shgb,swi,9999.9,176.76,400.49,606.79,770.89,884.21,935.90
2020090606,shgb,tsf,298.23,299.21,301.29,303.22,304.07,304.94,305.20
2020090606,shgb,vpd,1.01,1.25,1.91,2.64,2.73,3.19,3.29
2020090606,tarib,dsf,288.76,289.60,288.44,287.66,286.06,285.15,286.59
2020090606,tarib,lwo,0.00,283.67,288.31,291.97,296.02,300.51,302.40
2020090606,tarib,psf,993.78,994.56,993.97,994.40,993.75,993.13,992.59
2020090606,tarib,rh,63.55,62.51,48.50,39.97,31.47,27.55,29.22
2020090606,tarib,slp,1005.36,1006.03,1005.38,1005.70,1004.96,1004.35,1003.77
2020090606,tarib,swi,9999.9,179.66,404.02,610.44,776.67,889.15,936.20
2020090606,tarib,tsf,295.91,297.06,300.00,302.39,304.67,305.91,306.54
2020090606,tarib,vpd,1.02,1.13,1.84,2.47,3.21,3.64,3.68
2020090606,xshb,dsf,287.07,287.20,286.63,285.67,285.01,285.54,286.06
2020090606,xshb,lwo,0.00,281.57,285.96,289.35,293.08,296.95,299.40
2020090606,xshb,psf,949.34,950.10,949.70,950.30,949.83,949.44,949.02
2020090606,xshb,rh,62.60,60.16,52.28,44.85,38.57,37.66,37.16
2020090606,xshb,slp,1005.65,1006.27,1005.65,1006.06,1005.26,1004.75,1004.13
2020090606,xshb,swi,9999.9,185.31,412.20,621.21,788.81,899.94,947.50
2020090606,xshb,tsf,294.38,295.16,296.82,298.29,300.05,301.04,301.84
2020090606,xshb,vpd,0.95,1.07,1.41,1.78,2.20,2.37,2.50
2020090607,shgb,dsf,291.93,289.92,287.02,288.79,288.06,286.10,287.61
2020090607,shgb,lwo,0.00,288.01,290.97,293.19,293.81,294.96,295.64
2020090607,shgb,psf,1005.77,1005.60,1005.22,1005.34,1004.93,1004.28,1003.81
2020090607,shgb,rh,64.18,48.60,36.29,38.79,35.69,30.83,34.40
2020090607,shgb,slp,1006.03,1005.78,1005.42,1005.54,1005.10,1004.45,1004.02
2020090607,shgb,swi,9999.9,400.27,607.72,773.46,882.65,933.31,914.21
2020090607,shgb,tsf,299.08,301.58,303.35,304.20,304.81,305.12,304.97
2020090607,shgb,vpd,1.21,2.02,2.77,2.79,3.03,3.32,3.12
2020090607,tarib,dsf,289.13,288.36,287.34,286.20,284.91,286.00,286.56
2020090607,tarib,lwo,0.00,289.00,293.86,297.76,300.09,301.86,302.41
2020090607,tarib,psf,994.28,994.38,993.86,993.71,993.26,992.46,991.91
2020090607,tarib,rh,60.46,46.93,37.88,31.47,27.15,28.03,28.68
2020090607,tarib,slp,1005.83,1005.75,1005.19,1004.94,1004.42,1003.64,1003.08
2020090607,tarib,swi,9999.9,403.83,610.88,776.93,891.76,936.57,913.15
2020090607,tarib,tsf,297.11,300.47,302.94,304.82,305.89,306.59,306.83
2020090607,tarib,vpd,1.19,1.95,2.64,3.24,3.65,3.75,3.77
2020090607,xshb,dsf,287.61,286.84,286.30,285.48,284.94,285.06,287.15
2020090607,xshb,lwo,0.00,287.30,291.15,294.30,296.56,298.78,299.69
2020090607,xshb,psf,949.91,950.14,949.85,949.88,949.50,948.88,948.41
2020090607,xshb,rh,59.57,51.58,45.32,39.56,35.81,34.69,39.24
2020090607,xshb,slp,1006.00,1006.04,1005.53,1005.30,1004.75,1003.97,1003.45
2020090607,xshb,swi,9999.9,411.91,620.25,789.26,901.78,948.35,924.18
2020090607,xshb,tsf,295.74,297.27,298.80,300.15,301.21,301.88,302.13
2020090607,xshb,vpd,1.12,1.47,1.82,2.18,2.46,2.61,2.46
2020090609,shgb,dsf,291.47,289.00,288.35,287.76,287.95,287.88,287.46
2020090609,shgb,lwo,0.00,288.41,290.03,291.13,292.30,293.09,292.58
2020090609,shgb,psf,1006.18,1005.49,1005.02,1004.78,1004.21,1003.65,1003.35
2020090609,shgb,rh,56.31,40.21,36.81,34.50,35.09,35.29,35.68
2020090609,shgb,slp,1006.43,1005.67,1005.17,1004.98,1004.40,1003.83,1003.51
2020090609,shgb,swi,9999.9,774.47,885.35,935.51,916.51,830.38,683.93
2020090609,shgb,tsf,300.77,303.82,304.60,305.04,304.97,304.80,304.12
2020090609,shgb,vpd,1.63,2.67,2.95,3.13,3.09,3.05,2.92
2020090609,tarib,dsf,289.30,287.79,286.15,285.15,286.88,287.05,286.92
2020090609,tarib,lwo,0.00,291.75,296.32,297.75,299.23,299.09,300.02
2020090609,tarib,psf,994.66,994.03,993.36,992.93,992.28,991.75,991.47
2020090609,tarib,rh,53.37,36.72,29.51,26.31,29.37,30.09,30.94
2020090609,tarib,slp,1006.13,1005.31,1004.52,1004.11,1003.47,1002.90,1002.62
2020090609,tarib,swi,9999.9,775.65,888.14,933.34,916.31,825.99,680.32
2020090609,tarib,tsf,299.34,303.97,305.86,306.71,306.79,306.56,305.93
2020090609,tarib,vpd,1.60,2.85,3.53,3.87,3.73,3.64,3.47
2020090609,xshb,dsf,288.94,287.27,286.57,286.27,286.87,287.62,287.74
2020090609,xshb,lwo,0.00,287.56,292.87,293.96,295.73,296.29,296.56
2020090609,xshb,psf,950.39,949.97,949.66,949.38,948.79,948.31,948.05
2020090609,xshb,rh,56.15,45.26,39.72,37.72,38.66,41.20,43.14
2020090609,xshb,slp,1006.07,1005.51,1004.87,1004.55,1003.89,1003.37,1003.17
2020090609,xshb,swi,9999.9,786.29,896.86,945.52,924.36,836.29,688.13
2020090609,xshb,tsf,298.12,299.87,301.28,301.82,302.07,301.83,301.19
2020090609,xshb,vpd,1.40,1.94,2.32,2.48,2.48,2.34,2.18
2020090610,shgb,dsf,291.11,288.77,288.69,288.11,287.12,286.75,286.67
2020090610,shgb,lwo,0.00,290.72,290.60,291.04,291.94,292.48,292.29
2020090610,shgb,psf,1005.97,1004.90,1004.35,1004.24,1003.92,1003.56,1003.21
2020090610,shgb,rh,52.67,38.07,37.26,35.80,33.74,33.64,35.09
2020090610,shgb,slp,1006.22,1005.09,1004.52,1004.44,1004.12,1003.73,1003.38
2020090610,shgb,swi,9999.9,886.63,933.38,915.13,831.72,685.65,492.21
2020090610,shgb,tsf,301.50,304.53,304.78,304.80,304.72,304.34,303.51
2020090610,shgb,vpd,1.85,2.88,2.96,3.03,3.11,3.05,2.85
2020090610,tarib,dsf,289.08,287.09,285.81,286.11,286.51,286.54,286.27
2020090610,tarib,lwo,0.00,295.74,298.66,299.46,298.41,298.29,298.56
2020090610,tarib,psf,994.22,993.38,992.54,992.20,992.02,991.77,991.54
2020090610,tarib,rh,48.70,32.89,27.58,27.46,29.20,30.65,31.63
2020090610,tarib,slp,1005.64,1004.60,1003.68,1003.38,1003.20,1002.94,1002.72
2020090610,tarib,swi,9999.9,888.39,936.99,914.00,826.58,680.13,488.07
2020090610,tarib,tsf,300.62,305.07,306.66,307.07,306.46,305.67,304.81
2020090610,tarib,vpd,1.90,3.21,3.79,3.89,3.67,3.43,3.23
2020090610,xshb,dsf,289.04,287.27,286.43,287.04,287.62,287.34,286.99
2020090610,xshb,lwo,0.00,292.25,295.09,294.65,294.05,294.90,295.37
2020090610,xshb,psf,950.11,949.42,949.04,948.81,948.61,948.28,948.09
2020090610,xshb,rh,53.54,42.92,37.96,39.35,41.82,42.61,43.89
2020090610,xshb,slp,1005.62,1004.78,1004.11,1003.92,1003.76,1003.46,1003.33
2020090610,xshb,swi,9999.9,899.01,944.69,924.67,834.05,688.19,494.38
2020090610,xshb,tsf,299.00,300.76,301.89,301.96,301.58,300.95,300.08
2020090610,xshb,vpd,1.57,2.13,2.48,2.43,2.28,2.17,2.02
2020090611,shgb,dsf,290.82,288.82,289.13,288.68,286.72,286.55,286.44
2020090611,shgb,lwo,0.00,292.38,290.59,290.64,290.85,291.74,290.80
2020090611,shgb,psf,1005.64,1004.43,1003.75,1003.86,1003.64,1003.46,1003.18
2020090611,shgb,rh,49.95,37.55,38.60,38.53,33.94,34.85,37.00
2020090611,shgb,slp,1005.90,1004.63,1003.93,1004.03,1003.82,1003.63,1003.36
2020090611,shgb,swi,9999.9,935.39,913.14,829.77,685.73,492.93,270.43
2020090611,shgb,tsf,302.08,304.84,304.65,304.18,304.17,303.51,302.35
2020090611,shgb,vpd,2.02,2.95,2.87,2.80,3.01,2.85,2.58
2020090611,tarib,dsf,288.84,286.38,285.52,286.38,286.66,286.33,286.31
2020090611,tarib,lwo,0.00,297.53,300.26,299.95,297.32,297.10,296.71
2020090611,tarib,psf,993.80,992.83,991.84,991.79,991.85,991.83,991.65
2020090611,tarib,rh,44.97,30.11,26.40,28.48,30.91,32.39,35.02
2020090611,tarib,slp,1005.17,1004.04,1002.98,1002.96,1003.03,1003.01,1002.87
2020090611,tarib,swi,9999.9,937.26,916.75,826.70,677.82,487.11,266.18
2020090611,tarib,tsf,301.70,305.78,307.08,306.75,305.65,304.48,303.12
2020090611,tarib,vpd,2.17,3.48,3.94,3.76,3.42,3.13,2.79
2020090611,xshb,dsf,289.13,287.16,286.30,287.09,287.42,286.61,286.75
2020090611,xshb,lwo,0.00,294.98,296.93,295.09,292.78,293.74,293.37
2020090611,xshb,psf,949.83,948.96,948.44,948.35,948.44,948.26,948.12
2020090611,xshb,rh,51.45,40.88,36.74,39.64,43.30,43.61,47.33
2020090611,xshb,slp,1005.19,1004.16,1003.42,1003.41,1003.68,1003.58,1003.53
2020090611,xshb,swi,9999.9,947.30,924.61,836.71,685.34,493.76,270.21
2020090611,xshb,tsf,299.77,301.45,302.30,301.89,300.78,299.77,298.57
2020090611,xshb,vpd,1.71,2.30,2.59,2.41,2.12,1.99,1.73
2020090612,shgb,dsf,291.51,288.28,288.14,288.12,285.30,285.16,286.73
2020090612,shgb,lwo,0.00,291.99,291.41,290.91,290.69,290.51,288.51
2020090612,shgb,psf,1005.12,1003.99,1003.59,1003.79,1003.74,1003.76,1003.70
2020090612,shgb,rh,52.61,35.84,36.39,37.73,31.78,33.44,43.26
2020090612,shgb,slp,1005.39,1004.15,1003.78,1003.98,1003.92,1003.94,1003.88
2020090612,shgb,swi,9999.9,915.45,828.29,685.40,493.04,271.10,50.91
2020090612,shgb,tsf,301.95,305.03,304.58,303.91,303.66,302.64,300.05
2020090612,shgb,vpd,1.90,3.07,2.96,2.79,3.02,2.78,2.03
2020090612,tarib,dsf,289.04,286.62,285.54,285.89,286.45,286.68,286.30
2020090612,tarib,lwo,0.00,297.12,299.40,299.87,296.50,295.11,293.37
2020090612,tarib,psf,993.07,992.38,991.73,991.86,992.08,992.25,992.31
2020090612,tarib,rh,44.05,30.46,27.05,28.53,32.17,36.11,41.25
2020090612,tarib,slp,1004.41,1003.55,1002.87,1003.03,1003.28,1003.48,1003.60
2020090612,tarib,swi,9999.9,914.88,828.45,681.79,486.48,265.40,48.13
2020090612,tarib,tsf,302.26,305.86,306.68,306.16,304.72,303.01,300.36
2020090612,tarib,vpd,2.28,3.48,3.82,3.64,3.18,2.72,2.15
2020090612,xshb,dsf,289.47,287.69,286.10,287.04,287.29,285.93,286.00
2020090612,xshb,lwo,0.00,293.72,296.11,295.99,292.45,291.10,289.42
2020090612,xshb,psf,949.18,948.64,948.34,948.41,948.62,948.62,948.58
2020090612,xshb,rh,51.86,42.35,37.54,41.06,45.03,44.82,51.34
2020090612,xshb,slp,1004.46,1003.83,1003.39,1003.55,1003.93,1004.10,1004.23
2020090612,xshb,swi,9999.9,924.77,835.98,690.68,492.38,268.86,48.11
2020090612,xshb,tsf,300.00,301.44,301.72,301.25,299.98,298.58,296.44
2020090612,xshb,vpd,1.72,2.24,2.47,2.27,1.96,1.81,1.41
2020090613,shgb,dsf,291.69,286.89,287.27,287.37,285.43,285.77,287.09
2020090613,shgb,lwo,0.00,290.52,291.96,290.58,289.45,287.71,283.51
2020090613,shgb,psf,1004.54,1003.68,1003.52,1003.82,1003.84,1004.04,1004.13
2020090613,shgb,rh,53.81,32.74,35.00,37.13,34.23,40.23,50.28
2020090613,shgb,slp,1004.81,1003.82,1003.71,1004.02,1004.02,1004.23,1004.32
2020090613,shgb,swi,9999.9,829.41,684.30,493.01,270.24,50.97,0.00
2020090613,shgb,tsf,301.77,304.97,304.25,303.34,302.52,300.18,297.95
2020090613,shgb,vpd,1.83,3.20,2.97,2.73,2.72,2.16,1.57
2020090613,tarib,dsf,289.18,286.87,285.60,285.51,286.93,288.30,288.57
2020090613,tarib,lwo,0.00,294.00,298.05,298.11,294.86,292.22,287.78
2020090613,tarib,psf,992.34,992.07,991.76,992.07,992.36,992.69,992.89
2020090613,tarib,rh,44.55,31.35,28.55,29.70,36.50,46.96,56.22
2020090613,tarib,slp,1003.67,1003.24,1002.92,1003.26,1003.60,1004.02,1004.27
2020090613,tarib,swi,9999.9,825.22,680.15,488.64,265.54,47.89,0.00
2020090613,tarib,tsf,302.22,305.65,305.81,305.02,303.11,300.38,297.71
2020090613,tarib,vpd,2.26,3.40,3.57,3.36,2.72,1.94,1.37
2020090613,xshb,dsf,289.76,288.23,286.19,286.94,287.50,287.35,286.71
2020090613,xshb,lwo,0.00,292.67,294.79,294.82,290.51,287.71,283.97
2020090613,xshb,psf,948.53,948.42,948.28,948.56,948.74,948.88,948.95
2020090613,xshb,rh,52.65,44.43,39.73,43.49,49.43,55.43,60.53
2020090613,xshb,slp,1003.78,1003.61,1003.46,1003.84,1004.21,1004.56,1004.64
2020090613,xshb,swi,9999.9,835.21,688.04,496.27,268.90,47.79,0.00
2020090613,xshb,tsf,300.05,301.23,300.86,300.18,298.67,296.64,294.53
2020090613,xshb,vpd,1.70,2.14,2.27,2.04,1.67,1.30,1.02
2020090614,shgb,dsf,291.74,285.87,283.96,283.79,285.29,286.01,285.86
2020090614,shgb,lwo,0.00,287.92,290.87,288.75,285.86,273.55,277.59
2020090614,shgb,psf,1004.79,1004.15,1004.22,1004.18,1004.00,1004.37,1004.44
2020090614,shgb,rh,54.31,31.84,29.33,31.10,39.96,48.24,55.04
2020090614,shgb,slp,1005.07,1004.31,1004.37,1004.40,1004.22,1004.56,1004.63
2020090614,shgb,swi,9999.9,687.66,497.43,273.55,52.34,0.00,0.00
2020090614,shgb,tsf,301.66,304.29,303.51,302.31,299.77,297.46,295.16
2020090614,shgb,vpd,1.80,3.12,3.10,2.82,2.12,1.59,1.20
2020090614,tarib,dsf,289.34,286.99,283.60,285.12,286.33,287.23,287.08
2020090614,tarib,lwo,0.00,278.72,296.72,294.76,291.60,261.74,281.83
2020090614,tarib,psf,992.56,992.52,992.61,992.71,992.71,993.13,993.37
2020090614,tarib,rh,45.65,33.03,27.12,33.12,42.53,53.23,59.29
2020090614,tarib,slp,1003.91,1003.70,1003.78,1003.98,1004.05,1004.52,1004.82
2020090614,tarib,swi,9999.9,668.98,491.00,268.52,48.81,0.00,0.00
2020090614,tarib,tsf,301.99,304.89,304.40,302.73,299.88,297.17,295.26
2020090614,tarib,vpd,2.18,3.17,3.36,2.80,2.04,1.41,1.10
2020090614,xshb,dsf,290.09,287.93,285.03,285.78,286.02,285.65,283.45
2020090614,xshb,lwo,0.00,289.47,292.53,290.82,286.94,260.51,279.93
2020090614,xshb,psf,948.72,948.91,949.09,949.00,948.88,949.13,949.23
2020090614,xshb,rh,53.91,45.40,39.70,45.55,52.97,58.50,53.14
2020090614,xshb,slp,1003.97,1004.18,1004.44,1004.59,1004.71,1004.91,1004.88
2020090614,xshb,swi,9999.9,686.46,495.39,272.49,48.54,0.00,0.00
2020090614,xshb,tsf,300.01,300.54,299.59,298.15,295.95,293.96,293.15
2020090614,xshb,vpd,1.65,2.02,2.11,1.75,1.32,1.03,1.11
